district,fips,doy,year,tminc,tmeanc,tmaxc,pr,rmean,vpd,vs
Roberts,46109,1.0,2018.0,-27.573137586981378,-22.508229561358103,-17.443321535734782,0.0,78.07786629968466,0.0326139134296404,3.2765198568683833
Marshall,46091,1.0,2018.0,-29.51099017491919,-25.1200032708508,-20.729016366782407,0.0,84.3987444996721,0.01481391573315046,3.495361309599129
Day,46037,1.0,2018.0,-29.70956686656484,-24.81209768554639,-19.914628504527947,0.0,78.76273103462634,0.023809972231266772,3.0539325339574876
Deuel,46039,1.0,2018.0,-28.544944279306023,-22.886075091241338,-17.227205903176642,0.0,74.42733927311787,0.03881997218107315,3.3087773664575
Hamlin,46057,1.0,2018.0,-30.39062920362947,-24.994263908064465,-19.59789861249948,0.0,77.60959411474141,0.02207016589389829,3.2394599935667014
Clark,46025,1.0,2018.0,-31.123382582465528,-25.927689742329417,-20.731996902193245,0.0,80.68617397728062,0.019302820855131644,2.65233750006885
McPherson,46089,1.0,2018.0,-32.39973320681759,-26.38510359628997,-20.370473985762338,0.0,79.36415577837748,0.019021514052327517,2.7275337851395025
Spink,46115,1.0,2018.0,-32.57829164137723,-26.96884498178246,-21.359398322187737,0.0,85.20358496929916,0.008615497420355545,2.0982127411448115
Faulk,46049,1.0,2018.0,-32.468239784436435,-26.354854561385288,-20.241469338334106,0.0,81.97939772009508,0.011571314300704245,2.2982647060056784
Hand,46059,1.0,2018.0,-32.76259743057797,-26.43066219981756,-20.098726969057186,0.0,79.22575154425775,0.017782202182952195,2.3923623501784568
Campbell,46021,1.0,2018.0,-32.56619146628257,-26.62858293315911,-20.690974400035653,0.0,82.24638337433143,0.010922632822275576,2.578933065756277
Walworth,46129,1.0,2018.0,-32.59112018161774,-26.835319508398218,-21.0795188351787,0.0,85.64859224911275,0.003466785945477091,2.5795715036090763
Potter,46107,1.0,2018.0,-32.414560645493864,-26.589370979984444,-20.76418131447503,0.0,85.62425089647986,0.002623630916747046,2.4391676865784
Hyde,46069,1.0,2018.0,-33.26917657711418,-26.949717718924806,-20.630258860735395,0.0,81.25897390584709,0.012350458094244418,2.247764619508122
Dewey,46041,1.0,2018.0,-31.424920947940066,-26.06677138536795,-20.708621822795852,0.0,87.10361227192647,0.0018378347510026314,2.4827739472236248
Corson,46031,1.0,2018.0,-32.70999784543046,-26.401530776054905,-20.093063706679352,0.0,82.14072892588048,0.010990600681619887,2.5880229213473385
Fall River,46047,1.0,2018.0,-24.644609760243924,-18.155162891545313,-11.665716022846683,0.0,71.04941125733984,0.06297620958450452,1.480646463754458
Perkins,46105,1.0,2018.0,-33.635337942740065,-26.486704332027028,-19.338070721314008,0.0,80.6509085529582,0.00960023364071219,2.7853911547540506
Ziebach,46137,1.0,2018.0,-31.000503279972538,-25.420797762138694,-19.84109224430488,0.0,82.31077071338802,0.010494078074395842,2.5854944724850863
Haakon,46055,1.0,2018.0,-31.89216473304417,-25.53468131019483,-19.177197887345518,0.0,85.67481364224227,3.943113150641257E-4,2.618118982668282
Harding,46063,1.0,2018.0,-31.865880457082856,-24.46552202516916,-17.0651635932555,0.0,74.82339966454015,0.026135286495607816,3.1168938911509456
Butte,46019,1.0,2018.0,-30.544583613245223,-22.87741678990692,-15.210249966568677,0.0,75.4771951798475,0.027814864062473566,2.7118755512363264
Todd,46121,1.0,2018.0,-28.227696303570973,-20.726814271715682,-13.22593223986033,0.0,77.40846188496708,0.024461564224511186,3.2959093608424026
Bennett,46007,1.0,2018.0,-26.000737392368034,-19.597286104558584,-13.19383481674905,0.0,78.92758500764762,0.02400479131729953,3.485524600659155
Oglala Lakota,46102,1.0,2018.0,-25.4428712646036,-19.137856949901447,-12.832842635199357,0.0,76.07381599653662,0.03996329334877867,2.521933337948227
Jackson,46071,1.0,2018.0,-29.024040667605675,-22.34709578389977,-15.67015090019392,0.0,80.21801105520154,0.01614379048883137,2.5272087213185466
Mellette,46095,1.0,2018.0,-30.285144473224417,-23.042378664652368,-15.799612856080289,0.0,79.01884154337382,0.016673682322908456,2.926934352354196
Jones,46075,1.0,2018.0,-29.82826158161234,-24.39893705406673,-18.96961252652107,0.0,83.4982552425847,0.009613041274211701,2.4649690770865234
Lyman,46085,1.0,2018.0,-31.93620548943069,-25.64601702185373,-19.355828554276787,0.0,79.24152304751478,0.01812032613679159,2.2628867604175253
Buffalo,46017,1.0,2018.0,-33.20641811329557,-27.360578114882042,-21.514738116468525,0.0,80.64600289289334,0.011956125798474866,2.5854344428504867
Tripp,46123,1.0,2018.0,-31.09266308289453,-22.895650103057143,-14.69863712321983,0.0,74.29435142942187,0.032754398094861595,2.651302061947907
Brule,46015,1.0,2018.0,-32.257313721276134,-25.875719725260595,-19.494125729245038,0.0,75.81465119068496,0.026382345816263482,2.3864209484907013
Gregory,46053,1.0,2018.0,-30.815847437503635,-23.071323932769015,-15.32680042803429,0.0,73.0214843855212,0.03815549067985647,2.7975810495106144
Charles Mix,46023,1.0,2018.0,-30.958325593630928,-23.687875594843767,-16.417425596056514,0.0,70.78342856047924,0.046993347948000454,2.808841892905862
Douglas,46043,1.0,2018.0,-31.26668543787818,-24.337072598051645,-17.407459758225084,0.0,71.23347820845761,0.042458462264002614,2.748989469015229
Bon Homme,46009,1.0,2018.0,-31.928053216813304,-24.22725651410877,-16.52645981140422,0.0,72.15307215949844,0.03970970697296962,2.477404479265611
Hutchinson,46067,1.0,2018.0,-31.216883228294336,-24.92905888267874,-18.641234537063138,0.0,72.63507639415081,0.03850894850936364,2.247165831023662
Miner,46097,1.0,2018.0,-32.14104764243719,-26.745716576338108,-21.350385510239033,0.0,73.38637392119185,0.029859520242047688,1.7904303676608708
Sanborn,46111,1.0,2018.0,-31.84184031117998,-26.065977571225652,-20.290114831271357,0.0,69.36807883155983,0.03782708754342642,2.1596059668036176
Jerauld,46073,1.0,2018.0,-31.071053754081166,-25.325519673874755,-19.57998559366835,0.0,70.8204423540599,0.036140651306571694,2.4891630323118683
Aurora,46003,1.0,2018.0,-31.66406101393895,-25.64588239908836,-19.62770378423778,0.0,72.80310824557338,0.034629714493191514,1.8267159907641572
Kingsbury,46077,1.0,2018.0,-31.535782357068943,-26.00725665884796,-20.478730960626972,0.0,76.22309106662962,0.02662009003943568,2.6711129727268914
Lake,46079,1.0,2018.0,-32.17268620052608,-26.672357869498356,-21.172029538470664,0.0,75.44906565304986,0.028260322236832593,2.356347846488763
Moody,46101,1.0,2018.0,-32.293532283054994,-26.825879688573202,-21.35822709409142,0.0,77.91409915712627,0.021439709159177398,2.93060895333331
Codington,46029,2.0,2018.0,-22.054961192043926,-15.018245906174693,-7.9815306203054535,0.0,71.0612037312575,0.09207550535028008,6.823169151792568
Brown,46013,2.0,2018.0,-25.363585441589745,-15.296348096480516,-5.229110751371152,0.0,67.03942988102278,0.1287724929341881,6.215148005679486
Edmunds,46045,2.0,2018.0,-24.751661807879042,-14.766214904139083,-4.780768000399035,0.0,69.53301303805931,0.11079126977242855,5.505647109555378
Sully,46119,2.0,2018.0,-24.400537007014357,-13.94941930189061,-3.4983015967667757,0.0,70.69342336689752,0.10189184673590157,5.121870445564569
Hughes,46065,2.0,2018.0,-24.788318153040912,-14.04545748771087,-3.3025968223808233,0.0,69.23318904052836,0.1171427294576978,3.9365918018989463
Stanley,46117,2.0,2018.0,-25.17035636491071,-13.848024616885294,-2.5256928688596676,0.0,69.80580322734346,0.10877189434997188,4.751136130145675
Davison,46035,2.0,2018.0,-20.829451241593873,-12.702222793753638,-4.574994345913425,0.0,53.96928427192373,0.17440517914190198,3.13831568728508
Hanson,46061,2.0,2018.0,-22.241790322181288,-13.749550913958801,-5.2573115057363555,0.17259584474749498,54.9225771310966,0.16475796101234394,3.4537794942305355
Beadle,46005,2.0,2018.0,-23.626703917795776,-14.728722948937454,-5.830741980079028,0.0,68.47535456204614,0.11597568207779338,4.031589020449049
Brookings,46011,2.0,2018.0,-22.444859630515296,-15.213493991952125,-7.982128353388913,0.022103438532204332,68.36995073730148,0.10422103493777145,6.00372146894669
McCook,46087,2.0,2018.0,-22.781713550891556,-14.611710738995628,-6.441707927099727,0.0,63.25184635145698,0.13115109846384437,4.747582326034791
Minnehaha,46099,2.0,2018.0,-24.983537884431883,-16.01978238310264,-7.056026881773371,5.541605553998746E-4,69.05419259854857,0.09978959370649311,5.563849710456828
Lincoln,46083,2.0,2018.0,-25.177837438557603,-15.63605738499974,-6.094277331441876,0.0,67.12357392863413,0.1217394843966279,3.684998775976721
Turner,46125,2.0,2018.0,-23.157967499983318,-14.305861837611081,-5.453756175238835,0.0,67.12257165578036,0.13354110481787773,4.3436629963518865
Yankton,46135,2.0,2018.0,-21.436415640201705,-12.71691432793225,-3.9974130156628043,0.0,65.76422059746162,0.15739358704560374,4.0667586715011215
Custer,46033,2.0,2018.0,-15.105549765579896,-7.082057732918791,0.9414342997423271,0.0,56.20500420882846,0.2470885079124517,5.249641922916248
Meade,46093,2.0,2018.0,-21.568690480980205,-11.347793317887547,-1.1268961547948753,0.0,67.61713248796049,0.143644319213461,5.669758565332638
Pennington,46103,2.0,2018.0,-19.64625800267415,-9.707923997797606,0.230410007079172,0.07247530763558634,64.0399336320785,0.1873382027883064,5.69238607277689
Lawrence,46081,2.0,2018.0,-12.557022173400254,-5.658432637823779,1.2401568977526667,0.03714792850970167,54.15231463784832,0.25651070761695516,7.842673469369522
Union,46127,2.0,2018.0,-24.177854270381474,-14.244546809097908,-4.311239347814373,0.0,66.48641859245977,0.1376703758766777,4.174811536890075
Clay,46027,2.0,2018.0,-22.694024566361737,-13.244462201464758,-3.7948998365678044,0.0,66.1337952053762,0.15002063892826573,3.856669539946065
Grant,46051,2.0,2018.0,-21.03952660700928,-14.549168019628933,-8.0588094322486,0.0,73.53920895687202,0.08601993188529075,7.747254600127536
Roberts,46109,2.0,2018.0,-20.940346087155138,-14.44474450923428,-7.949142931313418,0.0,72.81180926095041,0.08879193027238759,6.951488807340599
Marshall,46091,2.0,2018.0,-23.41010943671024,-15.20607297127023,-7.002036505830216,0.0247515905448165,69.50923779772697,0.10522516573957444,7.719093734147603
Day,46037,2.0,2018.0,-22.854068499872252,-14.906502504826294,-6.958936509780335,0.07479572802838255,68.59637800097191,0.11004693038557127,6.810890426167198
Deuel,46039,2.0,2018.0,-22.144368889415478,-15.260206937166464,-8.376044984917447,0.0,72.091441490317,0.08388207112368255,7.169140832007448
Hamlin,46057,2.0,2018.0,-22.445413036913113,-15.119681227318408,-7.793949417723695,0.0,70.04310169479926,0.0962823015906814,7.174237907114779
Clark,46025,2.0,2018.0,-24.02370567213976,-15.696468260119596,-7.369230848099404,0.0,69.25626399018341,0.10432605327293437,5.856286820537623
McPherson,46089,2.0,2018.0,-24.83331195452932,-15.018969344544667,-5.204626734559935,0.0,69.58550850901057,0.10840718041454803,6.118095385512761
Spink,46115,2.0,2018.0,-25.14806415671333,-15.138813621613496,-5.129563086513541,0.0,67.13362330061848,0.13343478256157285,3.821191385857172
Faulk,46049,2.0,2018.0,-25.19467250313814,-14.975026657388067,-4.755380811637984,0.0,69.32804230087743,0.10945274170788404,5.021614412635671
Hand,46059,2.0,2018.0,-24.681413528629793,-14.74756482917109,-4.813716129712207,0.0,69.10065965657252,0.11017369985174706,4.834809709251018
Campbell,46021,2.0,2018.0,-24.935492267240317,-14.582994374227148,-4.2304964812139705,0.0,69.3703118291487,0.11392133634623439,6.022733123879134
Walworth,46129,2.0,2018.0,-25.62644770535475,-14.830611918334373,-4.0347761313139925,0.0,70.26819636359865,0.10260217405505158,6.066427929075518
Potter,46107,2.0,2018.0,-23.786230132549417,-13.789226686811645,-3.792223241073886,0.0,70.62311039666449,0.10372245915962727,5.626468225355511
Hyde,46069,2.0,2018.0,-24.618886651835673,-14.406175268894035,-4.193463885952376,0.0,68.8795294616159,0.11740059468239306,4.699360156195789
Dewey,46041,2.0,2018.0,-23.745869832185576,-13.555199092960896,-3.36452835373611,0.0,70.74667389149877,0.10590849355227563,5.630716353873164
Corson,46031,2.0,2018.0,-22.150031662448235,-12.958086735159908,-3.7661418078714877,0.0,70.59105616107381,0.11593314027853072,5.700551146356054
Fall River,46047,2.0,2018.0,-17.76103476353147,-9.653696586998718,-1.5463584104658463,0.0,66.15001275199978,0.17216286009938475,5.119845014877521
Perkins,46105,2.0,2018.0,-19.504726776885306,-11.699477205742564,-3.8942276345997477,0.0,71.75061149680953,0.10642075006768789,5.954732405824245
Ziebach,46137,2.0,2018.0,-21.75798626127338,-12.468253156644995,-3.178520052016517,0.0,70.13520393497795,0.11127973912037711,5.495640270102296
Haakon,46055,2.0,2018.0,-24.364519562026246,-13.194639074320714,-2.0247585866149356,0.0,69.47773326673581,0.1098011249579067,5.117221364963807
Harding,46063,2.0,2018.0,-17.436687233995315,-10.438972760925967,-3.4412582878564995,0.0,70.93031385823872,0.1229017587249558,6.260576960202428
Butte,46019,2.0,2018.0,-20.392886931618136,-10.855211092385886,-1.317535253153406,0.0,68.27520741001116,0.13693912149829862,6.377359447181688
Todd,46121,2.0,2018.0,-19.525124140393324,-10.787084905486621,-2.0490456705798525,0.0,70.06639519830505,0.12305514888956592,5.454843965361602
Bennett,46007,2.0,2018.0,-18.646286466815063,-10.211617295275788,-1.7769481237364995,0.0,69.9072687882321,0.12987580775301227,5.429451951469334
Oglala Lakota,46102,2.0,2018.0,-18.99732019146085,-10.213496755350851,-1.4296733192406301,0.0,68.36628843658993,0.14901333806232414,4.951029440206343
Jackson,46071,2.0,2018.0,-20.611735860968082,-11.13960410204818,-1.6674723431280885,0.0,68.88957608830611,0.13303252598168064,4.985721851317543
Mellette,46095,2.0,2018.0,-20.82715097824337,-11.377908939285637,-1.9286669003278485,0.0,69.48976466537653,0.12636965101877218,5.618072584396082
Jones,46075,2.0,2018.0,-22.55192373225654,-12.483114682627736,-2.4143056329989063,0.0,69.99083508661886,0.11534108524100306,4.947297053837828
Lyman,46085,2.0,2018.0,-22.49068184388284,-12.815684257110126,-3.1406866703372116,0.0,68.78110715127198,0.13103958005887398,4.012006583707426
Buffalo,46017,2.0,2018.0,-24.155178015765834,-14.374367342526,-4.593556669286183,0.0,69.67119928990894,0.10702270325813917,4.884308840011382
Tripp,46123,2.0,2018.0,-20.67346632277855,-11.35592970313918,-2.0383930834996495,0.0,68.80762458387356,0.13631099569996324,4.834054243155588
Brule,46015,2.0,2018.0,-22.667626076774525,-13.206888505096332,-3.746150933418128,0.0,68.83449920761943,0.12885345846895482,3.8906649286224373
Gregory,46053,2.0,2018.0,-19.089179884911545,-10.519057782235231,-1.9489356795588997,0.0,68.11233331040667,0.15537482549966922,5.164506955415642
Charles Mix,46023,2.0,2018.0,-19.27137481515453,-10.900137134450043,-2.5288994537455407,0.0,67.72212230838566,0.16087117372655946,4.968359302115999
Douglas,46043,2.0,2018.0,-19.49310016859627,-11.249010630657088,-3.004921092717928,0.0,66.84705317996453,0.16013183067967998,4.717050696923306
Bon Homme,46009,2.0,2018.0,-19.148086895493403,-11.12816407219264,-3.108241248891903,0.0,67.00236268851691,0.16117910957671294,4.524010275795147
Hutchinson,46067,2.0,2018.0,-20.597010855028458,-12.459042794299988,-4.321074733571518,0.0,64.87607547755427,0.15323549238106354,4.096036552799695
Miner,46097,2.0,2018.0,-23.137494091013796,-14.854014528547875,-6.570534966081976,0.0,61.49521930398758,0.13674421372437345,3.5122289925341774
Sanborn,46111,2.0,2018.0,-22.330820051971543,-13.947165009876677,-5.563509967781808,0.0,59.277828728672645,0.1512565297808052,3.936770439981476
Jerauld,46073,2.0,2018.0,-22.7113276878458,-13.966008668852458,-5.220689649859135,0.0,69.02859479286172,0.11942472396529949,4.856040815672252
Aurora,46003,2.0,2018.0,-21.82371044775108,-13.213871912513033,-4.604033377274966,0.0,67.36698454119549,0.13697694339088973,3.121546540686685
Kingsbury,46077,2.0,2018.0,-22.771359176043028,-15.054577410010127,-7.337795643977245,0.0,68.2132822898219,0.11266643193602258,5.563805556845243
Lake,46079,2.0,2018.0,-23.276376877022955,-15.511848142476445,-7.74731940792995,0.0,68.80902045082756,0.10648251818756695,4.524000162808307
Moody,46101,2.0,2018.0,-24.93040106106272,-16.522646563742306,-8.114892066421893,0.02084957727096668,69.71397593329392,0.09286105010047384,5.356383032165676
Codington,46029,3.0,2018.0,-21.29738876679003,-18.481974154884618,-15.666559542979204,0.0,72.256153659734,0.0424319502498595,3.0216331761067203
Brown,46013,3.0,2018.0,-22.305126763408534,-18.192792498764366,-14.080458234120227,0.0,78.64134217988479,0.043579009676958616,1.6615188815345538
Edmunds,46045,3.0,2018.0,-20.439394767461025,-16.13876428914543,-11.838133810829838,0.0,71.84775611009267,0.06498921578582499,1.9250875713351647
Sully,46119,3.0,2018.0,-17.440001259884845,-12.138209828141543,-6.836418396398218,0.0,70.72208444550128,0.10308954471269136,2.2301403238070145
Hughes,46065,3.0,2018.0,-18.04018741509913,-12.343787436467675,-6.647387457836221,0.0,73.69654911801605,0.09777693176313398,1.8781416392994656
Stanley,46117,3.0,2018.0,-16.003227258968227,-10.330795914934415,-4.6583645709005665,0.0,70.89591059541434,0.12051668948997675,2.410232146793428
Davison,46035,3.0,2018.0,-19.468937938716206,-15.64021992590444,-11.811501913092684,0.0,67.05565861304957,0.07202964704486747,2.0149685566865436
Hanson,46061,3.0,2018.0,-20.5020307047222,-16.67826813575325,-12.854505566784306,0.0,69.54923699700987,0.06275936666588022,2.4215778600854576
Beadle,46005,3.0,2018.0,-20.80638715733603,-17.05567543700153,-13.30496371666701,0.0,78.87170344621504,0.04607500858539947,2.040408703561085
Brookings,46011,3.0,2018.0,-21.178118690594367,-18.083637416104462,-14.989156141614561,0.0,73.6774282343571,0.04557873450582363,3.4101993531927284
McCook,46087,3.0,2018.0,-20.579909767639332,-17.158248459798113,-13.736587151956883,0.0,72.17398711290257,0.053874811149755696,3.2785122609369055
Minnehaha,46099,3.0,2018.0,-20.959195273599743,-17.51929911632928,-14.079402959058804,0.0,75.4912979617471,0.04692845003522466,3.8347966548364094
Lincoln,46083,3.0,2018.0,-21.41575553150431,-17.251185656129394,-13.086615780754467,0.0,81.4850666669365,0.04110951645156111,3.422534656843226
Turner,46125,3.0,2018.0,-20.58904185938689,-16.65538832222894,-12.721734785071003,0.0,81.28402114770768,0.04332230986167374,3.2555717846929753
Yankton,46135,3.0,2018.0,-18.768980375104764,-14.874773866920076,-10.980567358735383,0.0,73.56364628629606,0.06561308932405227,2.749986634526205
Custer,46033,3.0,2018.0,-8.93142173595798,-3.5089944289341544,1.913432878089623,0.0,59.82744386714645,0.24049889706026784,3.2467621475457227
Meade,46093,3.0,2018.0,-12.180145136007772,-6.401566141873979,-0.6229871477399332,0.0,70.55112355687132,0.15639864385918864,2.538318715637178
Pennington,46103,3.0,2018.0,-11.224698297269931,-5.312985264293268,0.5987277686834952,0.0,67.79423371067905,0.18200718688681206,3.0743916562960134
Lawrence,46081,3.0,2018.0,-6.222648376059905,-1.269423446264546,3.683801483530814,0.0,55.86710169628344,0.29003229928402363,4.297058313169291
Union,46127,3.0,2018.0,-20.716037968668374,-15.837104204961376,-10.958170441254394,0.0,77.18995436225379,0.06194400269946777,3.8137428320638267
Clay,46027,3.0,2018.0,-20.366383139210384,-15.595422792749003,-10.824462446287635,0.0,77.27961876809887,0.06079105720731171,3.524310694467921
Grant,46051,3.0,2018.0,-21.49316119463957,-18.980402903151152,-16.46764461166273,0.0,78.52280184213586,0.03386837805518177,3.6998428231959286
Roberts,46109,3.0,2018.0,-21.301810602908123,-18.88808017755636,-16.474349752204606,0.12729130953876394,75.79657178805483,0.03664489182432827,3.4063178725420915
Marshall,46091,3.0,2018.0,-22.10684495199145,-18.51073548246482,-14.914626012938195,0.026417022783024414,73.40653749442703,0.047214743960132546,2.92934174753733
Day,46037,3.0,2018.0,-21.79070154170485,-18.429076140935443,-15.067450740166041,0.0,72.49954647285595,0.04771674039357837,2.4966184735398063
Deuel,46039,3.0,2018.0,-21.997029500393733,-18.84667609984789,-15.696322699302065,0.0,76.56568129663454,0.03851039722225627,4.0735513215749775
Hamlin,46057,3.0,2018.0,-21.332811334089193,-18.23134356795208,-15.129875801814956,0.0,73.03769963703724,0.043952448268340626,3.6799647456582067
Clark,46025,3.0,2018.0,-21.56163272184338,-18.37168558559905,-15.181738449354722,0.0,80.93134677655088,0.03422163071887682,2.768043777272522
McPherson,46089,3.0,2018.0,-20.245952772280926,-16.32908485036711,-12.412216928453283,0.0,65.22372822228131,0.07145070144790229,2.0130622393244466
Spink,46115,3.0,2018.0,-22.715283284891864,-18.18645694444082,-13.657630603989718,0.0,83.36668872553071,0.03259180981280166,1.6561865046436133
Faulk,46049,3.0,2018.0,-20.508684454811252,-15.898973232761199,-11.289262010711118,0.0,75.55623774530136,0.06334306266260328,1.8250370510789802
Hand,46059,3.0,2018.0,-20.619849240713663,-15.781945726405416,-10.944042212097088,0.0,77.28939906408337,0.06047172660023963,1.965326274010412
Campbell,46021,3.0,2018.0,-18.04959931339907,-13.80620102660027,-9.562802739801457,0.0,61.14739606608437,0.0994621418443698,2.402375858528012
Walworth,46129,3.0,2018.0,-17.111195967759404,-12.923030579332991,-8.734865190906554,0.0,61.84776680910201,0.10409525892124498,2.4442555167996174
Potter,46107,3.0,2018.0,-17.966278490622692,-13.007990891975524,-8.049703293328344,0.0,66.14455880537547,0.10199175471459873,2.4253318074283747
Hyde,46069,3.0,2018.0,-19.88640376136977,-14.417652815412612,-8.948901869455453,0.0,74.72587416337845,0.07822297500575578,1.92027579797456
Dewey,46041,3.0,2018.0,-15.18447229961361,-10.56595100083857,-5.947429702063508,0.0,63.56121162780529,0.12476334341436013,2.470302592865723
Corson,46031,3.0,2018.0,-14.783532779478335,-10.522613877165055,-6.261694974851667,0.0,58.76274432596787,0.13401219444112344,2.530872619712725
Fall River,46047,3.0,2018.0,-10.732633436923711,-4.953136422377122,0.8263605921694643,0.0,69.60049903457171,0.18274276378468177,3.3976533709701124
Perkins,46105,3.0,2018.0,-12.88546989544951,-7.87299718617971,-2.8605244769097897,0.0,66.93169503119528,0.14418766940993857,2.8387788792598463
Ziebach,46137,3.0,2018.0,-13.748595743845103,-8.709779887729969,-3.6709640316148286,0.0,64.2525520971394,0.14540937644151877,2.516157510674112
Haakon,46055,3.0,2018.0,-15.593811022489499,-9.223704989513644,-2.8535989565376876,0.0,73.27365168489173,0.11761006682396703,2.4962504094353277
Harding,46063,3.0,2018.0,-12.048298509963262,-6.996806158863187,-1.945313807762944,0.0,72.95055626325905,0.1291151473513311,3.0757169133748916
Butte,46019,3.0,2018.0,-12.696578775613393,-6.298351970598464,0.0998748344165253,0.0,73.20256949716413,0.1419351556992365,3.053121183806191
Todd,46121,3.0,2018.0,-13.186843755427713,-7.901010818905506,-2.615177882383275,0.0,75.03673970170698,0.11381325220516367,2.7821120097954197
Bennett,46007,3.0,2018.0,-11.956963724412672,-5.890559615243429,0.17584449392577867,0.0,74.69899975583498,0.13426694457948335,3.1002116494970404
Oglala Lakota,46102,3.0,2018.0,-11.56207818875881,-5.219402016409781,1.1232741559392558,0.0,72.76528499746871,0.16473159464714737,3.0971120666441614
Jackson,46071,3.0,2018.0,-13.434179781454798,-7.215721850934683,-0.9972639204145326,0.0,72.88849204841694,0.140762233548482,2.543563730447102
Mellette,46095,3.0,2018.0,-14.637290714207756,-8.787480200824271,-2.937669687440771,0.0,72.4885799465536,0.12861784068460733,2.742216718459147
Jones,46075,3.0,2018.0,-15.157599632378778,-9.569470821976676,-3.9813420115745806,0.0,69.78810843612135,0.12911603652496448,2.43900648111577
Lyman,46085,3.0,2018.0,-17.493929380218106,-11.791274511286684,-6.088619642355176,0.0,71.31102310382691,0.10968951029499731,2.3182410575074823
Buffalo,46017,3.0,2018.0,-19.194342719248993,-13.722748288168185,-8.251153857087413,0.0,71.54526299459172,0.09150493419202353,2.2041910087905836
Tripp,46123,3.0,2018.0,-15.471744357917368,-9.961444442167355,-4.451144526417299,0.0,69.58099633163717,0.1245715517678525,2.458168652407235
Brule,46015,3.0,2018.0,-18.190728889535706,-13.355443661023015,-8.520158432510305,0.0,71.97674420880894,0.08748750309820456,2.0284273496449954
Gregory,46053,3.0,2018.0,-17.268955401500705,-11.486032923831988,-5.703110446163245,0.0,72.23353770525497,0.10714902634118358,2.410598186411297
Charles Mix,46023,3.0,2018.0,-17.590122400340668,-12.957581208646017,-8.32504001695135,0.0,69.83145563995393,0.09195058701401897,2.34164771811359
